ESN,Cycles_Since_New,Sensed_Altitude_mean,Sensed_Altitude_max,Sensed_Altitude_std,Sensed_Mach_mean,Sensed_Mach_max,Sensed_Mach_std,Sensed_Pamb_mean,Sensed_Pamb_max,Sensed_Pamb_std,Sensed_Pt2_mean,Sensed_Pt2_max,Sensed_Pt2_std,Sensed_TAT_mean,Sensed_TAT_max,Sensed_TAT_std,Sensed_WFuel_mean,Sensed_WFuel_max,Sensed_WFuel_std,Sensed_VAFN_mean,Sensed_VAFN_max,Sensed_VAFN_std,Sensed_VBV_mean,Sensed_VBV_max,Sensed_VBV_std,Sensed_Fan_Speed_mean,Sensed_Fan_Speed_max,Sensed_Fan_Speed_std,Sensed_Core_Speed_mean,Sensed_Core_Speed_max,Sensed_Core_Speed_std,Sensed_T25_mean,Sensed_T25_max,Sensed_T25_std,Sensed_T3_mean,Sensed_T3_max,Sensed_T3_std,Sensed_Ps3_mean,Sensed_Ps3_max,Sensed_Ps3_std,Sensed_T45_mean,Sensed_T45_max,Sensed_T45_std,Sensed_P25_mean,Sensed_P25_max,Sensed_P25_std,Sensed_T5_mean,Sensed_T5_max,Sensed_T5_std,Cycles_to_HPT_SV,Cycles_to_HPC_SV,Cycles_to_WW
101,0,13058.464373030201,21997.321515887343,10655.868749638566,0.451334976852328,0.641621966575261,0.22727816131085007,9.547814451314592,14.2504748711415,4.0225290474415,10.837692927765078,14.628042051764243,3.272595118631168,512.2311999009269,537.3032132343145,21.373448564344073,0.8224256708133794,1.2311283386900795,0.34741126551666224,5053.825834126736,6228.393354610889,758.4232003070405,0.005519054705610629,0.0303879744198574,0.011388561491611679,1797.9953871692035,1903.0088367626568,126.51741410057694,20495.458603471274,21280.040466025777,742.438735864322,708.8102901273933,747.3184903802284,35.90059702459693,1508.381554216865,1612.1480513404013,97.82527312246316,336.45114751472414,483.1902989996034,125.8341196944137,2013.451674446011,2173.31657523004,151.22923047530898,29.9504740469315,41.152081051323265,9.64016928191292,1293.3368947819113,1415.4774704986305,101.82447510867964,4090,8510,910
101,10,14763.892944458772,26004.321515887343,12372.825732994366,0.4772099662256713,0.6971879794346055,0.2462885056835323,9.120148226993049,14.234707308190035,4.43163538930584,10.433068602638851,14.644415037122036,3.7006902165729536,518.1615079703113,548.2652822844384,25.950243182941634,0.8414358649649935,1.2395270848646809,0.3382163035333775,5062.183019128681,6237.163360012758,732.2609459319945,0.0,0.0,0.0,1864.0198557434248,1917.1332205292233,45.057619283333786,20787.603258674888,21474.670553722102,583.9389843887905,726.2581752481066,761.8652279624358,29.850684871670975,1548.0429275438216,1639.115978980699,77.00580396777684,337.2840586866567,480.8863711375656,123.63769940074435,2078.320812174493,2209.3436031784863,109.7407642977887,29.792229434505142,41.09586813247917,9.80042725744008,1320.4499345712543,1437.0988646756111,100.0065261144577,4080,8500,900
101,20,13181.464373030201,23001.321515887343,11440.81789658664,0.431219970669453,0.6316049887882432,0.20917585873645247,9.586283651890538,14.525914486449889,4.307099599068003,10.72004382879509,14.957643112721556,3.711291054527289,516.4921512730485,536.9342633579398,17.554193638091206,0.8224040423437665,1.2501390835348352,0.37311311670014186,5096.622429406501,6230.385329796864,720.353102709467,0.0013212873261669142,0.0047865904584546,0.0022584672695504064,1806.0842954928007,1897.4245230526735,100.89001953337278,20590.45149866191,21243.070421390195,624.044764739303,715.1647477160574,745.3203844119191,28.56968751063157,1521.2298095722374,1607.073825854697,82.06612318019427,334.11879097911685,492.33362795238736,138.34564718173996,2034.4412271755493,2163.536822235625,125.12983390285864,29.67333517652904,42.00723673149864,10.78700638625999,1310.0698581627869,1404.7251613544656,86.03793486580415,4070,8490,890
101,30,17497.821515887343,29001.321515887343,13780.943166976218,0.5050300897182783,0.7255379750477037,0.2469427413010106,8.395579307392584,14.405194082602742,4.742956040162185,9.67583597315227,14.79867833904112,4.1075028945413665,502.75032675579297,536.1077864417526,27.32916777981049,0.7816874108798706,1.2433215705355378,0.3590104071002995,5002.816976310317,6225.945886918756,713.5515628154725,0.0,0.0,0.0,1850.33194203373,1900.8906896496608,54.62246407157506,20512.55773971354,21256.148441388636,606.6344020028607,707.638436467754,745.7543060505321,30.822849848711623,1511.8721437650147,1608.9747105750646,78.93165772396199,316.59641269218423,488.6555232344306,135.08486261704113,2035.0343919744375,2169.699114579838,108.34118673230616,27.898614956278063,41.64326844122926,10.882843160806978,1284.1918561817747,1412.5612986815406,98.19462144392723,4060,8480,880
101,40,15237.607230173058,28009.321515887343,13911.930739647962,0.4459079601087361,0.6167369677768907,0.2192986066175145,9.149223607143089,14.830054196842848,4.934495997954975,10.232781601822875,15.24077791232147,4.449042992950973,489.0057471088375,513.8279971859175,24.10552928665784,0.7517516584192471,1.1528596956556858,0.35843792058022655,5094.892582628346,6303.70337936357,751.5368445358677,0.002724776000338043,0.0186826596063628,0.007038272080425366,1758.155110793548,1853.7546611920925,96.1480464384376,20031.906952261575,20632.618186144555,671.5668874451814,677.8094648893674,707.1139072058118,32.968188543171436,1447.8390312411925,1523.9304873237068,85.4192270953637,315.9768792158846,475.9828616735961,143.1657409596862,1937.682487149915,2035.814810783789,114.9620826382333,28.12411066675303,41.210120662837056,11.760646148924634,1241.0302065153405,1329.9535464106862,84.09561428540609,4050,8470,870
101,50,14177.321515887345,25981.321515887343,12644.944866098334,0.4687859662093907,0.6717989637600145,0.24695729998602706,9.35839942536663,14.569768020908649,4.627016420129108,10.644670551311709,14.96061771088132,3.877833312706953,518.7381887549219,550.2539631413241,27.604578789320573,0.8544419773576937,1.2512956464517042,0.3393868884980522,5096.533227793363,6248.742504093914,742.1207142888497,0.0,0.0,0.0,1863.0923102311567,1906.478851506152,39.38152088737747,20795.25780527597,21437.07464544803,580.2167761036811,726.6344482617945,759.7252179494291,30.60359049180085,1549.2658460281382,1634.0785816073196,76.4570431629571,342.42027998105266,486.90371179644416,124.66495792797743,2080.6639664752643,2201.323742134957,106.48637747538721,30.26698383125184,41.70943676393333,9.997272867494196,1323.7441589633029,1436.951333443954,100.73653837441684,4040,8460,860
101,60,13936.321515887345,23997.321515887343,11514.262793017477,0.4680209629454404,0.6619709923015794,0.23758046709885144,9.32042159210395,14.147000239272518,4.235310348009835,10.645172708788106,14.57828766577251,3.4938842237579717,516.6432915549537,548.3618090893826,22.016525254243156,0.8349015494165114,1.2395035268550592,0.35254109104544495,5041.243692870136,6221.275810063132,744.008115460476,0.0008664852504634143,0.0036381197100453,0.0015205268847872282,1831.694835858026,1911.5831464407104,81.18837874835077,20665.671596737047,21390.99643680734,633.7628777027726,719.8707735092851,761.449443394438,30.8333236470414,1531.5814569727456,1628.1250109528803,83.77349874683935,337.432002471155,484.7654050288254,128.14066665143068,2050.6641798752985,2184.2675825248007,126.4520744273489,29.97873683174881,41.27955369114476,9.906571043194383,1309.8829371993884,1414.8297884482083,98.25263263530803,4030,8450,850
101,70,18594.696515887343,31004.321515887343,14407.293697861112,0.5000215896488985,0.704936940883275,0.23696023594117105,8.12232536109011,14.172622529068647,4.797598982792832,9.310460200495628,14.603784972314472,4.288995474456294,496.1274356682953,541.7186182812353,38.063817324255545,0.7432604728489663,1.243747302214142,0.38759883293386244,4987.537672121784,6212.152958984756,703.6785394728774,0.0,0.0,0.0,1823.0485191775256,1912.87854502623,86.02446485042711,20318.956886469234,21308.34172825704,882.2248412492276,696.7258996028507,749.783140563039,48.39696184601084,1487.4089887022385,1616.4453473687126,114.72468703756944,301.57348739071153,486.14697515158366,143.93042605465223,2003.685385988026,2181.191892739952,155.22264457050375,26.673331244541572,41.3888853585271,11.654439966752188,1267.6593004683405,1417.481501480544,124.44961364411722,4020,8440,840
101,80,17700.071515887343,29006.321515887343,13660.391091975158,0.5048489586533865,0.7067639424549302,0.23906041486519805,8.318358558277046,14.251460343825968,4.68146219446147,9.592091047038002,14.71080229976657,4.098434668089844,495.54555154175307,543.1695185332762,38.383204054567955,0.7457208538102309,1.240410614586101,0.37501048879068377,4969.282784287355,6234.645518847614,718.6562107538474,0.0003110459747035375,0.0024883677976283,0.0008797708718946027,1803.0221984737977,1910.140440838394,90.04413664349126,20249.387763872688,21379.7899951858,901.7051613482857,693.0588719063641,755.3933722225395,49.469815990085245,1477.735985131921,1626.36778309593,117.8393234293257,305.18467248391937,483.58555838259093,137.57178224625181,1983.6402170678466,2192.640150233318,163.67154585013688,27.162556553502384,41.370748144120576,11.088795205565111,1258.1610223598716,1424.3150106691394,130.70779171788593,4010,8430,830
101,90,18068.321515887343,29003.321515887343,13075.230213761326,0.5119285813616475,0.7236479713665208,0.24436862422784833,8.123402822538631,13.723739721294155,4.391662742898598,9.433165319277316,14.164058340163209,3.769393143238319,494.8063306148669,530.1149826543873,28.712595376192787,0.7623021284615029,1.2073002039157954,0.3439841007710044,4981.626236696069,6204.041939389249,691.2637119072543,0.0,0.0,0.0,1840.845483325706,1904.7705428413856,51.33221820644002,20360.67593544529,21136.279448642235,651.8339563842638,697.4775441152201,739.0631391791843,34.23663038746949,1491.9078766100185,1592.9380522665238,84.67099453330026,310.86883186143706,476.0932911951628,128.4753230237132,2008.6539488169935,2150.478615329156,115.96593716592587,27.40314845932907,40.42620273856483,10.234845117393611,1263.9273412126051,1389.2592573467136,101.98637184543374,4000,8420,820
101,100,17487.071515887343,29005.321515887343,13834.713738067936,0.5100937175648174,0.7274279787288865,0.25193931824232724,8.407070865234736,14.417512491158574,4.7685019286420065,9.719122735891204,14.797226983143258,4.107750119432028,502.35190288758093,539.816921415806,30.17466837361325,0.777511450419663,1.2444794726661064,0.3608202136101154,4999.512985687443,6229.812189737741,721.538607984694,0.0,0.0,0.0,1842.8542379975038,1901.6640167178225,47.18001106380267,20477.223835808752,21269.25512353644,656.8294611363301,706.4289566584963,746.9599696421652,34.63284729313205,1507.5360009398357,1611.1720156391527,85.65103086330089,315.3363350806325,488.0465133979228,134.70913873804025,2028.0159559241883,2172.490157937838,116.52068366905698,27.92211830002109,41.641848010392,10.84993964325589,1280.7078361002477,1410.956615940138,106.16923960180263,3990,8410,810
101,110,14030.750087315915,23000.321515887343,10622.896197320559,0.43515296399632136,0.643952985023137,0.21321575290722541,9.195086590910467,14.200708500575942,3.934660874660711,10.341228795102097,14.59342721008376,3.308283158030252,511.54048350379395,537.9153028151243,23.58702793343841,0.7877584621533579,1.2400688969957172,0.36637538024391647,5068.2865437149085,6218.03050069513,721.6585849270878,0.005315880416718043,0.030906105339203,0.01141725626671019,1784.8469748073421,1910.5187027799907,156.42904114268677,20441.718185511676,21309.28100227519,880.5735252337918,706.677571572415,749.4136212998847,43.954391547129575,1502.8593088279472,1616.7764838435023,114.76389909420188,320.2721572039567,484.3856699991339,132.43730982545736,2011.9072995342306,2182.3267595668044,171.6024334911237,28.545960600146323,41.26889078408448,10.190102758203677,1298.2249084435875,1417.9050542671023,104.93228313321336,3980,8400,800
101,120,12699.178658744486,20999.321515887343,10165.144701848752,0.43420796960631053,0.6065939857708177,0.2035292029193747,9.626806281830655,14.122856158503089,3.8757404131336037,10.832282982245967,14.585044796436607,3.270674672673992,485.57292052635074,502.5576917421488,12.071072839628778,0.7693327750711437,1.1092363286597728,0.2958798689493116,5082.070581222308,6281.762622260451,730.8999052048015,0.005601993080330385,0.0214170687861723,0.009624132745645464,1733.7848398902831,1803.3768398108891,98.77331669848483,19913.30606536168,20377.387886062388,492.8597788274504,669.4091647834323,692.2906555004781,20.283267482968654,1430.860303274894,1490.23120528948,63.62131856512479,329.1400627711883,463.50194594516665,116.68472272047308,1905.4657110620599,1993.906757346673,100.807251253855,29.429316646634213,39.96189768643012,9.1370452336725,1224.4309642602923,1293.58264092536,65.1829929734537,3970,8390,790
101,130,20158.946515887343,35012.32151588734,16033.781497981066,0.5093849643217286,0.7221359803425035,0.24340576220359708,7.844409036904296,14.2519530801682,5.083606663206436,8.98306420785416,14.699494951347663,4.66897886860456,481.4099334044552,526.2068816713028,40.41539236286073,0.7406384293738321,1.2201160188498354,0.380190367904253,5015.721589199677,6230.855778147114,680.1549157181803,0.0,0.0,0.0,1845.8256385226114,1904.591968581124,40.80321215978981,20176.72959098752,21057.97689187989,792.2055261707351,683.2642225053123,732.4565260339996,45.71391271353738,1469.1988333899385,1582.3747662271342,101.23653969264134,301.7836269561582,484.957271611481,146.9182958369259,1992.278312845301,2131.59722719144,120.74598315503594,26.358203968603586,41.41799941928279,12.242225172967922,1246.3921376611036,1380.1684382325363,112.01907825683716,3960,8380,780
101,140,18767.571515887343,30999.321515887343,14301.811471178848,0.47968834797757476,0.7163399650798997,0.2219472073703134,8.05457608557736,14.09427745065356,4.736698546785045,9.131399204642994,14.553935850046148,4.30935422948699,486.34114730728805,529.6971583661344,31.907768430880278,0.7359942125986115,1.1916234255015312,0.35693621766858613,5047.511325389302,6232.496023503533,654.7048337666009,0.0,0.0,0.0,1831.172584064459,1868.065112603544,32.85098266221629,20211.427560170825,21018.94203973917,648.4285114368566,686.213388749007,735.6710686234971,35.965515410990754,1473.0151394131587,1577.4438124210938,83.08267943260104,301.31048761523067,477.8426711584193,137.99906586765817,1991.4791446994225,2113.914621618578,101.80663332821328,26.435496769411856,40.88698149610802,11.383814408441358,1254.6994938033904,1365.515623981628,95.02138396196126,3950,8370,770
101,150,13439.035801601629,23001.321515887343,11151.180157488348,0.46832696361239934,0.6552929475055894,0.23404843042761417,9.462605746175393,14.2652569614085,4.162620711492464,10.830690058395902,14.68208460341707,3.422678180930311,503.6397565809542,527.9773773161277,12.44948191822309,0.7789845502618455,1.1520955807500537,0.34314930689181083,4990.598974091701,6267.435592830878,806.871707177175,0.014939984014464157,0.0882260207882982,0.03258665434875941,1749.8864515834398,1865.2283326191205,124.28284204958425,20206.030825569676,20933.00293398966,623.3755263074779,692.2009755234819,731.3431692403879,28.102027974259528,1470.4408670830996,1565.67691838853,80.79590720578796,325.85477966676183,472.1599431470725,131.7941071967057,1958.7152746140723,2092.192860722402,124.85482801348857,29.33089977216252,40.5840138309761,10.212298109897711,1262.3893784696309,1352.7944400273834,76.19691391955993,3940,8360,760
101,160,17655.571515887343,29006.321515887343,13650.569498847186,0.5035889611663183,0.7067639424549302,0.24043277603534796,8.330124135823297,14.251460343825968,4.677286873559393,9.600931361082361,14.67415679747542,4.0874749388620915,495.59849709627423,542.2861498927094,38.22641839570247,0.7462597855849898,1.235047137370359,0.373942204860901,4973.623554040934,6234.645518847614,724.6036168623369,0.0003110459747035375,0.0024883677976283,0.0008797708718946027,1802.5064626744838,1906.6508707472915,89.40482171891877,20248.304084725285,21357.307251551396,897.9284014049548,693.2558533463464,754.0488237656408,49.23491290853385,1477.986928673735,1623.7480885915218,117.36721622568771,305.0446575752614,481.3873496236771,137.06619958537993,1985.5334170355843,2190.8588341291684,163.0701198657639,27.18932871481413,41.22733708963105,11.058547536353142,1259.940756100415,1424.90898874594,130.48488747744207,3930,8350,750
101,170,14506.750087315915,26004.321515887343,12822.865993439777,0.46927196758172807,0.6757049753414354,0.24131395523073118,9.263417963992142,14.680557032289,4.649979933587301,10.525893965778755,15.124505801893482,3.9450169259493557,514.7836173837899,543.3512895207978,22.974523566006823,0.843711789245722,1.2793622750529297,0.36653721586344423,5067.1925601986095,6224.94472500023,732.7493249931127,0.0,0.0,0.0,1850.32775301978,1908.0182968608772,58.33928923478524,20696.805296352715,21306.849464287596,574.1285346968984,720.8950001199522,754.6025275707452,28.030478875338442,1536.5568354089821,1616.660847290252,75.34818465069627,338.9272275462908,500.0706011720962,135.8204733038849,2065.2738533283346,2181.4393560207127,108.4149678436141,29.986627045144704,42.70267813065263,10.748091630845803,1314.5041635610237,1415.0222407046251,93.20866063264565,3920,8340,740
101,180,17634.946515887343,29006.321515887343,13624.554020879255,0.5174253347413501,0.7354919507251939,0.24796467641649567,8.331179036815305,14.30171945073376,4.666050610724109,9.684555653859693,14.747076957477638,4.034549661742767,495.6606276246335,527.9024816644579,25.429743993631508,0.8141270372059726,1.3268892248658763,0.39102043616566584,4971.979452879295,6127.469079840438,661.430258948237,0.0,0.0,0.0,1866.1259086826606,1941.03653872946,53.2199778262298,20458.437858136167,21281.47171090863,626.9634359853354,702.0201872099021,742.2668355219159,30.752021731229178,1505.1737768239573,1612.6577502797752,81.46756284071836,327.99744600150393,514.3407058738602,144.45040345778028,2033.2238367956002,2189.415224142476,115.6758023387065,28.61241926301596,42.98000676797976,11.31408226331764,1274.0838685982376,1409.2548636097094,99.9740703109247,3910,8330,730
101,190,15296.035801601629,27007.321515887343,12685.393210490634,0.4640879632323601,0.6962429477916917,0.23571682422775153,8.97451235159666,14.038105507638967,4.454105416914301,10.171780274550203,14.523870078012438,3.828929333253693,517.6428573319059,561.3192724527314,39.221362275984816,0.799947221428571,1.212613354988632,0.3539085891705658,5073.084184758741,6266.662756692558,732.3218358178231,0.00012290712000645714,0.0008603498400452,0.00032518167389625696,1832.7353765089636,1916.189722089304,82.32310995823222,20676.38374587234,21648.764434677076,879.6552444384741,721.6680193103593,777.2244231982127,49.635866414806486,1535.0210983201848,1664.4911973675942,116.65032129104996,319.80889834112475,465.1662373979444,125.75213069059473,2062.970514584997,2245.2560134758755,164.00391497200056,28.52681177944219,40.232205550544016,10.157131832299944,1320.7608447808338,1475.1111808826056,134.1570929680537,3900,8320,720
